
Gurobi 10.0.1 (mac64[arm]) logging started Sun Mar 31 09:35:34 2024

Set parameter LogFile to value "/Users/deniserings/Documents/zib/s-bahn-data/scripts/DeniseMA/processed/BNB_BSNH_BSAL_BPHD/RENS/BNB_BSNH_BSAL_BPHD_subMBP_random4_0.9_202403301837.log"
Gurobi Optimizer version 10.0.1 build v10.0.1rc0 (mac64[arm])

CPU model: Apple M2
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads

Optimize a model with 21339 rows, 8010 columns and 78947 nonzeros
Model fingerprint: 0x15e42aff
Variable types: 2735 continuous, 5275 integer (1117 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [1e+00, 4e+02]
  Bounds range     [1e+00, 2e+02]
  RHS range        [1e+00, 5e+02]
Presolve removed 10203 rows and 2837 columns
Presolve time: 2.77s
Presolved: 11136 rows, 5173 columns, 45538 nonzeros
Variable types: 1398 continuous, 3775 integer (3775 binary)

Root relaxation: objective 2.090300e+04, 3170 iterations, 0.04 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 20903.0000    0  223          - 20903.0000      -     -    3s
     0     0 20955.3979    0  632          - 20955.3979      -     -    3s
     0     0 20955.3979    0  585          - 20955.3979      -     -    3s
     0     0 20958.4426    0  702          - 20958.4426      -     -    3s
     0     0 20958.4426    0  713          - 20958.4426      -     -    3s
     0     0 20966.1625    0  635          - 20966.1625      -     -    3s
     0     0 20966.1625    0  542          - 20966.1625      -     -    3s
     0     0 20966.2048    0  698          - 20966.2048      -     -    4s
     0     0 20966.2895    0  736          - 20966.2895      -     -    4s
     0     0 20966.3054    0  637          - 20966.3054      -     -    4s
     0     0 20966.3054    0  685          - 20966.3054      -     -    4s
     0     0 20966.3054    0  261          - 20966.3054      -     -    4s
     3     4 21057.0000    2   26          - 21057.0000      -  4338    6s
 1088663 614209 infeasible   86      23415.0000 21925.5667  6.36%  84.4 2701s
 1089991 615486 22981.2593   85  189 23415.0000 21925.5895  6.36%  84.4 2706s
 1091921 616609 21933.4941   41  552 23415.0000 21925.6251  6.36%  84.3 2711s
 1093547 617751 21927.0011   47  554 23415.0000 21925.6848  6.36%  84.3 2716s
 1095294 618896 22004.7511   47  358 23415.0000 21925.7342  6.36%  84.3 2721s
 1097088 619535 23154.5357   73  192 23415.0000 21925.7828  6.36%  84.3 2726s
 1098863 620527 infeasible   84      23415.0000 21925.8399  6.36%  84.4 2731s
 1100224 621926 22024.1625   59  318 23415.0000 21925.8641  6.36%  84.4 2737s
 1102125 622963 23145.4426   71  192 23415.0000 21925.8898  6.36%  84.3 2741s
 1103714 623523 22845.3399   56  447 23415.0000 21925.9261  6.36%  84.4 2746s
 1104212 624924 22316.9737   62  328 23415.0000 21925.9594  6.36%  84.4 2751s
 1107083 625615 22713.0000   82  218 23415.0000 21926.0137  6.36%  84.4 2757s
 1107754 626697 21955.5813   52  612 23415.0000 21926.0434  6.36%  84.4 2760s
 1110094 627570 22554.6671   52  493 23415.0000 21926.1080  6.36%  84.4 2766s
 1112141 629032 22955.0000   69  245 23415.0000 21926.1594  6.36%  84.4 2771s
 1113749 630177 22023.4827   50  387 23415.0000 21926.1918  6.36%  84.4 2777s
 1115513 631167 22980.0000   90  171 23415.0000 21926.2377  6.36%  84.4 2783s
 1116614 632353 23067.1303   68  163 23415.0000 21926.3119  6.36%  84.4 2787s
 1118474 632780 22378.0057   52  409 23415.0000 21926.3593  6.36%  84.4 2790s
 1120681 634201 21955.8504   43  417 23415.0000 21926.4375  6.36%  84.4 2797s
 1122970 635427 infeasible   63      23415.0000 21926.5139  6.36%  84.4 2802s
 1123652 636194 22030.1477   61  206 23415.0000 21926.5154  6.36%  84.4 2806s
 1125617 637329 22629.4103   54  427 23415.0000 21926.5549  6.36%  84.4 2811s
 1127383 638792 22202.2114   50  246 23415.0000 21926.6111  6.36%  84.4 2817s
 1129009 639176 23092.3665   74  165 23415.0000 21926.6380  6.36%  84.4 2820s
 1130276 640853 21989.7882   50  416 23415.0000 21926.6861  6.36%  84.4 2826s
 1132680 641586 21954.2791   47  621 23415.0000 21926.7516  6.36%  84.4 2831s
 1134956 643000 21994.0992   44  621 23415.0000 21926.8144  6.36%  84.4 2837s
 1135530 643401 22251.9166   49  455 23415.0000 21926.8316  6.36%  84.4 2840s
 1137524 644598 22101.6120   58  438 23415.0000 21926.8898  6.36%  84.4 2845s
 1139670 646118 21992.8997   56  469 23415.0000 21926.9486  6.36%  84.4 2851s
 1141654 647249 22188.1857   54  383 23415.0000 21926.9767  6.36%  84.4 2856s
 1143629 648525 23213.9643   80  208 23415.0000 21927.0083  6.35%  84.4 2861s
 1145443 649577 23194.2784   94  121 23415.0000 21927.0743  6.35%  84.4 2866s
 1146505 650948 23233.0000   73  186 23415.0000 21927.0897  6.35%  84.4 2872s
 1147974 651355 22525.0862   77  200 23415.0000 21927.1306  6.35%  84.4 2875s
 1149917 652577 21960.9646   51  315 23415.0000 21927.2017  6.35%  84.4 2880s
 1151498 653878 22400.2169   49  332 23415.0000 21927.2471  6.35%  84.4 2885s
 1153082 654936 22570.4063   90  215 23415.0000 21927.3048  6.35%  84.4 2891s
 1154405 656354 22330.6334   56  398 23415.0000 21927.3592  6.35%  84.4 2902s
 1156394 657567 22102.6958   55  385 23415.0000 21927.4068  6.35%  84.5 2906s
 1158515 658075 23184.4818   77  181 23415.0000 21927.4728  6.35%  84.4 2910s
 1161109 659721 infeasible   75      23415.0000 21927.5503  6.35%  84.5 2916s
 1162727 660825 21964.8333   53  481 23415.0000 21927.6220  6.35%  84.5 2921s
 1164444 661522 22138.4371   51  469 23415.0000 21927.6845  6.35%  84.5 2927s
 1165200 662371 23341.0000   75  121 23415.0000 21927.6947  6.35%  84.5 2930s
 1167055 663595 22417.3945   71  445 23415.0000 21927.7410  6.35%  84.5 2936s
 1169206 664866 22088.6000   53  239 23415.0000 21927.8104  6.35%  84.5 2941s
 1171150 665412 23302.0000   85  129 23415.0000 21927.8523  6.35%  84.4 2946s
 1171596 665957 23225.1213   56  253 23415.0000 21927.8651  6.35%  84.5 2950s
 1172520 666371 22176.0000   68   98 23415.0000 21927.8830  6.35%  84.5 2955s
 1174360 667512 21929.0323   48  627 23415.0000 21927.9138  6.35%  84.5 2963s
 1174991 668856     cutoff   69      23415.0000 21927.9395  6.35%  84.5 2968s
 1177052 669136 infeasible   70      23415.0000 21928.0085  6.35%  84.4 2972s
 1177455 669466 22198.7728   68  258 23415.0000 21928.0266  6.35%  84.4 2976s
 1179183 670516 21982.9523   59  365 23415.0000 21928.1134  6.35%  84.4 2982s
 1179746 670835 23012.8113   71  223 23415.0000 21928.1273  6.35%  84.4 2985s
 1181696 672158 21974.7648   49  364 23415.0000 21928.1899  6.35%  84.4 2992s
 1182341 673085 22130.4603   62  293 23415.0000 21928.2208  6.35%  84.4 2995s
 1184317 673808     cutoff   68      23415.0000 21928.3028  6.35%  84.4 3000s
 1186162 674853 21944.6220   54  431 23415.0000 21928.3922  6.35%  84.4 3006s
 1187696 675858 22609.1796   52  444 23415.0000 21928.4636  6.35%  84.4 3011s
 1189567 676834 22079.4954   54  483 23415.0000 21928.5161  6.35%  84.4 3018s
 1190086 677473 infeasible   69      23415.0000 21928.5523  6.35%  84.4 3023s
 1191191 678827 22380.7940   93  160 23415.0000 21928.5693  6.35%  84.4 3029s
 1193167 679177 22141.5556   51  422 23415.0000 21928.5693  6.35%  84.4 3032s
 1193743 679746 21954.8170   47  427 23415.0000 21928.5693  6.35%  84.4 3037s
 1194705 680097 21928.5693   52  422 23415.0000 21928.5693  6.35%  84.4 3041s
 1195261 681006 21928.5693   50  415 23415.0000 21928.5693  6.35%  84.4 3046s
 1196581 681349 infeasible   67      23415.0000 21928.7056  6.35%  84.4 3050s
 1197194 681820 22087.1142   42  363 23415.0000 21928.7528  6.35%  84.4 3056s
 1197973 682889 23327.1281   70  100 23415.0000 21928.7723  6.35%  84.4 3060s
 1199547 683271 21949.9619   51  444 23415.0000 21928.8066  6.35%  84.4 3065s
 1201365 684334 infeasible   71      23415.0000 21928.8903  6.35%  84.4 3073s
 1201941 685094 23054.0000   68  197 23415.0000 21928.9127  6.35%  84.4 3077s
 1203245 685548 22362.3430   55  488 23415.0000 21928.9567  6.35%  84.4 3081s
 1203992 686004 21956.8774   52  369 23415.0000 21928.9771  6.35%  84.4 3085s
 1205610 686832 22174.5361   58  489 23415.0000 21928.9970  6.35%  84.4 3092s
 1206374 687281 22086.7047   45  414 23415.0000 21929.0153  6.35%  84.5 3095s
 1208652 688690 22049.8974   52  371 23415.0000 21929.0917  6.35%  84.5 3102s
 1209247 689170 22138.3444   49  534 23415.0000 21929.1229  6.35%  84.5 3106s
 1210023 690143 22020.2559   53  465 23415.0000 21929.1340  6.35%  84.5 3110s
 1212112 691518 22574.1185   51  473 23415.0000 21929.2170  6.35%  84.5 3116s
 1213548 691935 23149.5678   44  549 23415.0000 21929.2517  6.35%  84.5 3120s
 1215575 693322 22023.2026   57  351 23415.0000 21929.3135  6.35%  84.5 3127s
 1216331 694156 22036.9756   49  420 23415.0000 21929.3476  6.34%  84.5 3131s
 1218331 695662 21978.9177   53  557 23415.0000 21929.4269  6.34%  84.5 3137s
 1219873 696049 22250.5069   55  474 23415.0000 21929.4481  6.34%  84.5 3140s
 1220481 697434 21952.7384   58  412 23415.0000 21929.4658  6.34%  84.5 3146s
 1223067 698067 infeasible   73      23415.0000 21929.5293  6.34%  84.4 3151s
 1224255 699292 22044.3868   56  558 23415.0000 21929.5586  6.34%  84.4 3157s
 1225482 699723 22437.4500   60  197 23415.0000 21929.5810  6.34%  84.4 3160s
 1226995 701139 22358.1309   62  224 23415.0000 21929.6361  6.34%  84.5 3167s
 1228417 701507 22504.8918   59  443 23415.0000 21929.6684  6.34%  84.5 3170s
 1230571 702835 infeasible   74      23415.0000 21929.7274  6.34%  84.5 3177s
 1231170 703573 22038.7363   56  514 23415.0000 21929.7442  6.34%  84.5 3180s
 1232999 705064 22097.5738   58  392 23415.0000 21929.8069  6.34%  84.5 3187s
 1234601 705319 22017.7441   53  355 23415.0000 21929.8546  6.34%  84.5 3190s
 1235042 706374 23405.2143   60  184 23415.0000 21929.8705  6.34%  84.5 3197s
 1236672 707671     cutoff   81      23415.0000 21929.9180  6.34%  84.5 3203s
 1238663 708297 22079.6490   55  519 23415.0000 21929.9642  6.34%  84.5 3206s
 1239694 708705 22077.6405   41  437 23415.0000 21929.9974  6.34%  84.5 3210s
 1240959 710246 22300.8313   57  261 23415.0000 21930.0691  6.34%  84.5 3216s
 1242704 710716 22479.8667   69  221 23415.0000 21930.1158  6.34%  84.4 3220s
 1244839 712030 22015.5663   60  246 23415.0000 21930.1730  6.34%  84.4 3227s
 1246522 713016 22366.2238   69  176 23415.0000 21930.2353  6.34%  84.4 3233s
 1247202 713717 21931.1001   45  521 23415.0000 21930.2420  6.34%  84.4 3236s
 1249003 714635 21961.9223   52  474 23415.0000 21930.2867  6.34%  84.4 3242s
 1249757 715487 22944.0000   53  219 23415.0000 21930.3023  6.34%  84.4 3245s
 1251536 716428 22053.8135   61  249 23415.0000 21930.3349  6.34%  84.4 3250s
 1253057 717371 22200.9846   56  543 23415.0000 21930.3947  6.34%  84.4 3255s
 1254620 718625 22051.0839   55  447 23415.0000 21930.4532  6.34%  84.4 3262s
 1255964 718896 22013.6736   54  486 23415.0000 21930.5272  6.34%  84.4 3269s
 1256390 719823 22314.5842   53  444 23415.0000 21930.5434  6.34%  84.4 3280s
 1257873 721081 22892.7917   59  238 23415.0000 21930.6058  6.34%  84.4 3287s
 1259807 721491 22124.9839   55  524 23415.0000 21930.6748  6.34%  84.4 3292s
 1260436 721942 22195.7287   66  385 23415.0000 21930.6915  6.34%  84.4 3297s
 1261296 722718 21972.0605   42  588 23415.0000 21930.7166  6.34%  84.4 3301s
 1262650 723211 infeasible   44      23415.0000 21930.7523  6.34%  84.4 3306s
 1263456 724288 21989.7885   53  426 23415.0000 21930.7922  6.34%  84.4 3312s
 1265148 724586 23095.1806   67  317 23415.0000 21930.8312  6.34%  84.4 3317s
 1265690 725169 21997.2446   50  498 23415.0000 21930.8773  6.34%  84.4 3322s
 1266852 726285 23322.0000   83  114 23415.0000 21930.9023  6.34%  84.5 3330s
 1269297 727703 22720.4376   67  226 23415.0000 21930.9786  6.34%  84.5 3338s
 1270845 728138 22763.6323   52  323 23415.0000 21931.0444  6.34%  84.4 3341s
 1271541 728769 infeasible   70      23415.0000 21931.0650  6.34%  84.4 3345s
 1273449 729807 22383.3118   43  270 23415.0000 21931.1343  6.34%  84.4 3352s
 1274172 730690 23284.3179   70  186 23415.0000 21931.1477  6.34%  84.5 3355s
 1276233 731509 22043.7086   51  347 23415.0000 21931.2485  6.34%  84.4 3362s
 1276911 732513 21972.9185   70  464 23415.0000 21931.2756  6.34%  84.5 3367s
 1278509 733125 22010.8981   51  521 23415.0000 21931.2947  6.34%  84.4 3371s
 1279406 733924 22966.2311   77  232 23415.0000 21931.3194  6.34%  84.4 3377s
 1280709 734317 22175.0526   60  416 23415.0000 21931.3685  6.34%  84.4 3382s
 1281370 735763 22882.0581   69  291 23415.0000 21931.3940  6.34%  84.4 3388s
 1283584 736221 22434.1730   46  539 23415.0000 21931.4482  6.34%  84.4 3391s
 1284831 737092 22033.8987   50  468 23415.0000 21931.4885  6.34%  84.4 3398s
 1285600 737876 22045.0298   50  262 23415.0000 21931.4950  6.34%  84.4 3402s
 1286798 738250 22114.8797   48  447 23415.0000 21931.5438  6.34%  84.4 3406s
 1288506 739316 21957.1261   47  402 23415.0000 21931.5513  6.34%  84.4 3413s
 1289180 740166 21952.6570   47  479 23415.0000 21931.5787  6.34%  84.4 3417s
 1290532 740528 22104.5200   62  353 23415.0000 21931.6419  6.34%  84.4 3421s
 1291125 741301 23085.8412   65  233 23415.0000 21931.6804  6.33%  84.4 3426s
 1292752 742004 21999.5376   54  327 23415.0000 21931.7311  6.33%  84.4 3433s
 1293410 742723 22136.3214   68  269 23415.0000 21931.7423  6.33%  84.4 3437s
 1294742 743107 21968.0668   51  287 23415.0000 21931.7634  6.33%  84.4 3443s
 1295564 743681 21941.1472   48  405 23415.0000 21931.7851  6.33%  84.4 3447s
 1296475 744591 22184.4968   61  146 23415.0000 21931.7851  6.33%  84.4 3451s
 1297980 745014 22923.7923   53  381 23415.0000 21931.8290  6.33%  84.4 3455s
 1299988 746325 23055.4286   56  288 23415.0000 21931.8787  6.33%  84.4 3462s
 1300630 747089 22278.2574   49  422 23415.0000 21931.8913  6.33%  84.4 3467s
 1301807 747403 infeasible   83      23415.0000 21931.9090  6.33%  84.4 3471s
 1302357 748086 22140.6923   61  349 23415.0000 21931.9342  6.33%  84.4 3475s
 1304163 749045 23215.3576   43  497 23415.0000 21931.9759  6.33%  84.4 3484s
 1305051 749544 22970.0000   82  154 23415.0000 21931.9989  6.33%  84.4 3489s
 1305800 750469 21963.3490   56  358 23415.0000 21932.0111  6.33%  84.4 3493s
 1307155 750749 22070.0126   68  452 23415.0000 21932.0522  6.33%  84.4 3497s
 1307603 751965 22930.7369   64  284 23415.0000 21932.0715  6.33%  84.4 3505s
 1309518 752900 22058.1084   44  542 23415.0000 21932.0882  6.33%  84.4 3510s
 1311478 753931 22816.7949   68  388 23415.0000 21932.1736  6.33%  84.4 3520s
 1312621 755261 21945.2396   62  610 23415.0000 21932.1977  6.33%  84.4 3526s
 1314743 755786 22056.2128   55  626 23415.0000 21932.2711  6.33%  84.4 3531s
 1315518 756742 22185.0683   58  475 23415.0000 21932.2944  6.33%  84.4 3535s
 1317332 757404 22991.0000   71  346 23415.0000 21932.3417  6.33%  84.4 3543s
 1318033 758315 23109.1807   81  180 23415.0000 21932.3496  6.33%  84.4 3547s
 1319407 758752 infeasible   99      23415.0000 21932.3936  6.33%  84.4 3552s
 1320067 759580 22357.0000   64  311 23415.0000 21932.4135  6.33%  84.4 3556s
 1321383 760078 22848.1265   70  215 23415.0000 21932.4610  6.33%  84.4 3560s
 1323296 761302 22028.4103   45  397 23415.0000 21932.5142  6.33%  84.4 3568s
 1323986 762277 22140.0191   50  396 23415.0000 21932.5257  6.33%  84.4 3572s
 1325542 762754 infeasible   68      23415.0000 21932.5715  6.33%  84.4 3576s
 1326255 763632 23304.2020   83   68 23415.0000 21932.5739  6.33%  84.4 3581s
 1327592 764023 21950.5195   54  488 23415.0000 21932.6264  6.33%  84.4 3585s
 1328982 765414 infeasible   57      23415.0000 21932.6602  6.33%  84.4 3594s
 1330462 765904 23049.2447   67  263 23415.0000 21932.7156  6.33%  84.4 3599s
 1331226 766157 22500.5357   69  178 23415.0000 21932.7518  6.33%  84.4 3600s

Cutting planes:
  Learned: 155
  Gomory: 14
  Cover: 167
  Implied bound: 38
  Clique: 187
  MIR: 107
  StrongCG: 10
  Flow cover: 3
  Network: 4
  RLT: 20
  Relax-and-lift: 24

Explored 1331567 nodes (112421852 simplex iterations) in 3617.36 seconds (3983.11 work units)
Thread count was 8 (of 8 available processors)

Solution count 6: 23415 23430 26631 ... 26743

Time limit reached
Best objective 2.341500000000e+04, best bound 2.193275648472e+04, gap 6.3303%

User-callback calls 2665573, time in user-callback 4.78 sec

Statistics for modelBNB_BSNH_BSAL_BPHD:
  Linear constraint matrix    : 21339 Constrs, 8010 Vars, 78947 NZs
  Variable types              : 2735 Continuous,
5275 Integer (1117 Binary)
  Matrix coefficient range    : [ 1, 200 ]
  Objective coefficient range : [ 1, 382 ]
  Variable bound range        : [ 1, 199 ]
  RHS coefficient range       : [ 1, 549 ]
